enquiry_id,enquiry_datetime,destination,status,source,travelers,budget_inr,latitude,longitude
ENQ00032,2026-05-17 17:17:00,Kerala,Booked,Website,2,42683.0,10.7535479220261,76.17652793536365
ENQ00033,2026-03-01 15:37:00,Manali,Contacted,Google Ads,5,30851.0,32.32112272551118,77.37081546221138
ENQ00034,2026-05-16 15:13:00,Manali,Booked,Google Ads,3,35854.0,32.197820791135335,77.2169853222502
ENQ00035,2026-02-05 11:38:00,Udaipur,Lost,Website,4,25896.0,24.603013327656974,73.79251956499334
ENQ00036,2026-01-16 15:40:00,Manali,Booked,Instagram,2,64372.0,32.42069715716139,77.31087787343853
ENQ00037,2026-02-28 21:52:00,Jaipur,Contacted,Website,1,54394.0,26.893307257521542,75.82960141085677
ENQ00038,2026-04-20 13:55:00,Goa,Contacted,Google Ads,4,43407.0,15.349544627419379,74.12239274950659
ENQ00039,2026-02-10 09:01:00,Goa,New,WhatsApp,1,39237.0,15.211625109320263,74.06009790251495
ENQ00040,2026-01-26 16:17:00,Udaipur,Booked,Instagram,6,29447.0,24.677252212074336,73.81260463966576
ENQ00041,2026-05-15 19:32:00,Manali,Qualified,WhatsApp,6,15338.0,32.22659461081287,77.2100844315248
ENQ00042,2026-03-30 22:19:00,Goa,New,Website,2,21180.0,15.395081105706373,73.98765849023734
ENQ00043,2026-03-19 15:37:00,Udaipur,Lost,Instagram,2,28637.0,24.54969180553289,73.87392971051862
ENQ00044,2026-02-13 19:51:00,Jaipur,Booked,WhatsApp,4,26764.0,26.936344617296268,75.69696271322373
ENQ00045,2026-01-04 11:15:00,Goa,Lost,WhatsApp,2,45563.0,15.308682583485897,74.20571484738146
ENQ00046,2026-01-10 13:53:00,Udaipur,Qualified,Website,6,57630.0,24.381677365013715,73.7266028653753
ENQ00047,2026-05-03 13:52:00,Kerala,Lost,Google Ads,1,37754.0,10.8207068356326,76.13974014988504
ENQ00048,2026-01-15 12:54:00,Udaipur,Contacted,WhatsApp,3,75406.0,24.591954180410426,73.70158158145917
ENQ00049,2026-02-14 18:04:00,Udaipur,Contacted,Referral,2,28123.0,24.583472779824188,73.68463915038042
ENQ00050,2026-06-13 21:17:00,Ladakh,Lost,Google Ads,5,37633.0,34.07089299584367,77.46061577331214
ENQ00051,2026-03-03 12:07:00,Jaipur,Lost,Website,1,39093.0,26.85714480477803,75.85604016912609
ENQ00052,2026-05-15 09:07:00,Udaipur,Qualified,Website,3,65390.0,24.60404562349814,73.70696613364427
ENQ00053,2026-03-03 20:03:00,Varanasi,New,Google Ads,6,41952.0,25.23441854807428,82.94398680537167
ENQ00054,2026-06-17 20:26:00,Goa,Contacted,Instagram,3,42478.0,15.358272604668578,74.16438270099883
ENQ00055,2026-05-28 21:05:00,Ladakh,Booked,Website,2,18995.0,34.11442409041818,77.36808782788258
ENQ00056,2026-03-26 11:17:00,Manali,Lost,Website,1,26680.0,32.189212189587074,77.15058443859115
ENQ00057,2026-05-04 18:58:00,Ladakh,Contacted,Instagram,4,65501.0,34.08003152498378,77.54394593734882
ENQ00058,2026-03-16 18:53:00,Kerala,New,Instagram,1,15721.0,10.915824010255617,76.26811628376349
ENQ00059,2026-06-19 19:56:00,Kerala,Booked,Instagram,3,73202.0,10.929675683832395,76.15043023314837
ENQ00060,2026-03-06 19:02:00,Goa,Booked,Instagram,4,50085.0,15.274894875363605,73.9688782311324
ENQ00061,2026-05-31 22:39:00,Ladakh,Qualified,Website,3,28574.0,34.11847379761305,77.49334740357618
ENQ00062,2026-04-21 14:38:00,Kerala,Booked,WhatsApp,5,27507.0,10.953000226674272,76.30387696046749
ENQ00063,2026-04-26 08:07:00,Jaipur,Lost,Google Ads,5,93884.0,26.99358635964744,75.75295217397817
ENQ00064,2026-03-05 10:54:00,Jaipur,Contacted,Website,1,75491.0,26.83082255223067,75.70317496043693
ENQ00065,2026-05-30 21:24:00,Udaipur,Booked,Instagram,5,37907.0,24.60663514246167,73.85731291953547
ENQ00066,2026-05-15 20:58:00,Goa,Booked,Instagram,6,42498.0,15.33229058336164,74.09401858165698
ENQ00067,2026-05-27 07:06:00,Kerala,Qualified,Google Ads,2,29907.0,10.835398331589873,76.26859597345987
ENQ00068,2026-05-25 12:39:00,Varanasi,Lost,Google Ads,3,42501.0,25.479731404814252,83.0725886852668
ENQ00069,2026-01-29 10:07:00,Goa,Booked,Google Ads,3,29536.0,15.32009672033203,74.13277855742449
ENQ00070,2026-06-07 12:56:00,Kerala,Qualified,Google Ads,3,38611.0,10.874448271229591,76.31064205354265
ENQ00071,2026-06-01 17:36:00,Goa,New,Website,3,90335.0,15.266244163761954,74.05647368420986
ENQ00072,2026-02-13 15:04:00,Ladakh,Booked,Website,6,38315.0,34.23517762084439,77.57875861844576
ENQ00073,2026-06-26 14:12:00,Ladakh,New,Website,4,24960.0,34.2284982348652,77.70869269990212
ENQ00074,2026-04-05 13:21:00,Goa,New,Instagram,6,21629.0,15.340949178727966,74.15268387836561
ENQ00075,2026-02-27 17:00:00,Kerala,Qualified,Instagram,3,42355.0,11.106519438441365,76.28766161026239
ENQ00076,2026-02-10 17:00:00,Manali,Booked,Referral,4,28402.0,32.155956255372296,77.16670198142624
ENQ00077,2026-03-07 07:55:00,Ladakh,Lost,Website,1,44695.0,34.27673477693964,77.4734666119776
ENQ00078,2026-01-07 09:58:00,Manali,Booked,Google Ads,2,19300.0,32.18300323166776,77.27771414447749
ENQ00079,2026-05-05 12:32:00,Kerala,Lost,Website,4,54570.0,10.828770348598958,76.26228033704189
ENQ00080,2026-05-08 13:54:00,Ladakh,Contacted,Instagram,2,24824.0,34.23846982561045,77.51965430594768
ENQ00081,2026-05-01 22:39:00,Goa,Qualified,Google Ads,6,40842.0,15.181811803878235,74.01288912233099
ENQ00082,2026-04-09 21:01:00,Kerala,Lost,Website,2,34351.0,10.89704243547277,76.29183056750647
ENQ00083,2026-03-07 17:42:00,Jaipur,Qualified,Instagram,1,86674.0,26.856994678937657,75.69459667033543
ENQ00084,2026-05-11 07:01:00,Kerala,Booked,Instagram,5,43209.0,10.828854149988091,76.36042138290004
ENQ00085,2026-06-06 08:48:00,Manali,Qualified,Google Ads,1,95999.0,32.17633456369366,77.1361852782438
ENQ00086,2026-01-16 14:22:00,Ladakh,Contacted,Website,2,51481.0,34.05735827461229,77.54760696887182
ENQ00087,2026-03-10 16:08:00,Manali,Booked,WhatsApp,2,75968.0,32.270246319257325,77.35841353256345
ENQ00088,2026-06-29 17:15:00,Jaipur,Contacted,WhatsApp,5,36413.0,26.929822521025596,75.78300575158104
ENQ00089,2026-06-05 09:41:00,Udaipur,New,Referral,6,46729.0,24.65443492847881,73.76819724414642
ENQ00090,2026-06-28 21:50:00,Udaipur,Contacted,Website,2,69219.0,24.539187134850664,73.89666480587441
ENQ00091,2026-02-02 14:34:00,Varanasi,Contacted,Google Ads,3,60106.0,25.315649331816484,82.99281002562846
ENQ00092,2026-03-25 16:09:00,Varanasi,Qualified,Website,3,50796.0,25.361707886982888,83.00156978940903
ENQ00093,2026-01-24 07:54:00,Goa,Lost,WhatsApp,5,34512.0,15.421331813509967,74.0768073008696
ENQ00094,2026-06-05 20:47:00,Kerala,Qualified,Instagram,3,37242.0,10.913170579908217,76.2842654756308
ENQ00095,2026-04-04 15:24:00,Jaipur,Lost,Website,4,66742.0,26.991017855608764,75.77010116400254
ENQ00096,2026-02-13 10:33:00,Goa,Booked,Website,4,73298.0,15.27126677150775,74.18256587899408
ENQ00097,2026-01-17 12:57:00,Ladakh,New,Referral,1,30633.0,34.1812394605672,77.51137645581397
ENQ00098,2026-05-13 12:22:00,Varanasi,Contacted,WhatsApp,4,28622.0,25.42524898291314,83.03250075000868
ENQ00099,2026-05-27 07:01:00,Goa,Lost,Instagram,4,26629.0,15.293363664760316,74.08654151106151
ENQ00100,2026-06-08 22:08:00,Jaipur,Booked,Instagram,6,58105.0,26.94153047174989,75.84013881792214
ENQ00101,2026-06-24 19:36:00,Ladakh,Lost,Referral,4,26328.0,34.025073994082334,77.60705447380182
ENQ00102,2026-05-27 21:59:00,Jaipur,Contacted,Referral,6,57789.0,26.964604376193083,75.59910411200258
ENQ00103,2026-05-22 12:44:00,Goa,Booked,Referral,3,51134.0,15.314995172699623,74.17956873075164
ENQ00104,2026-05-27 15:37:00,Goa,Booked,Instagram,5,31299.0,15.345770265141164,74.18819586838246
ENQ00105,2026-06-29 14:19:00,Jaipur,Lost,Google Ads,6,80852.0,26.886194672638542,75.70410748522596
ENQ00106,2026-03-25 14:26:00,Goa,New,WhatsApp,1,20715.0,15.155320453458769,74.21137785924545
ENQ00107,2026-05-17 16:02:00,Ladakh,Lost,Website,4,84409.0,34.208845239503546,77.67047911446627
ENQ00108,2026-05-28 14:22:00,Goa,Qualified,Instagram,6,46172.0,15.24128869129247,74.18830691381002
ENQ00109,2026-01-21 19:37:00,Manali,Lost,Website,4,15734.0,32.12298552384346,77.11964051530322
ENQ00110,2026-05-05 07:54:00,Varanasi,Qualified,Instagram,6,81878.0,25.327678177320625,83.02695661038611
ENQ00111,2026-03-02 10:55:00,Kerala,Booked,Referral,3,61953.0,10.984820995831763,76.25189487476813
ENQ00112,2026-01-24 21:49:00,Varanasi,Contacted,Website,6,32989.0,25.248340022256873,82.90052808977349
ENQ00113,2026-01-31 21:01:00,Kerala,Lost,Google Ads,4,25913.0,10.795472324398057,76.44878214371802
ENQ00114,2026-01-21 20:48:00,Kerala,Contacted,Website,3,19743.0,10.911049886490757,76.360102548029
ENQ00115,2026-06-11 12:13:00,Kerala,Qualified,WhatsApp,2,118609.0,10.831381153025609,76.2709681054081
ENQ00116,2026-05-19 14:36:00,Udaipur,Booked,Referral,2,26400.0,24.64134116047668,73.67203609953754
ENQ00117,2026-01-19 07:56:00,Varanasi,Booked,Google Ads,2,22652.0,25.294295369076266,82.91992365469889
ENQ00118,2026-04-23 11:53:00,Udaipur,Qualified,Google Ads,5,45125.0,24.54960058401943,73.71641828900027
ENQ00119,2026-04-29 18:39:00,Goa,Booked,Website,3,19141.0,15.233563189906883,74.14687831833035
ENQ00120,2026-04-04 12:17:00,Varanasi,Qualified,WhatsApp,3,25718.0,25.340366539644087,82.95956010857151
ENQ00121,2026-04-20 14:31:00,Varanasi,Booked,Google Ads,3,62591.0,25.251403211554926,82.98229704391615
ENQ00122,2026-06-13 08:42:00,Goa,Booked,Website,3,49293.0,15.258907634963856,74.12772753336847
ENQ00123,2026-04-04 14:30:00,Ladakh,Booked,WhatsApp,5,33616.0,34.24045019739228,77.47676479063168
ENQ00124,2026-04-29 18:24:00,Goa,Lost,Website,3,40331.0,15.473178906951471,74.11819811265697
ENQ00125,2026-04-13 16:24:00,Goa,Qualified,Google Ads,3,32778.0,15.332247141912474,74.06377999278065
ENQ00126,2026-03-13 15:35:00,Ladakh,Contacted,Website,4,38899.0,34.24397692396333,77.56694988244395
ENQ00127,2026-06-10 21:02:00,Goa,Booked,Google Ads,4,28391.0,15.267770535216068,74.07795879829796
ENQ00128,2026-03-16 10:59:00,Manali,New,Website,3,30808.0,32.22172063793687,77.22266778583624
ENQ00129,2026-05-24 11:06:00,Manali,Contacted,Website,1,30389.0,32.25702485525045,77.18601122135118
ENQ00130,2026-04-19 16:59:00,Ladakh,Booked,Instagram,5,28854.0,34.09568628656402,77.515466122086
ENQ00131,2026-05-04 14:02:00,Manali,Qualified,WhatsApp,4,63984.0,32.20633005739362,77.22602205697285
ENQ00132,2026-05-17 22:30:00,Varanasi,Qualified,Website,4,56567.0,25.37058079006163,83.03766353575185
ENQ00133,2026-05-13 07:25:00,Udaipur,Lost,Google Ads,4,26293.0,24.585282648516895,73.74318495527343
ENQ00134,2026-04-12 08:34:00,Kerala,Contacted,Instagram,4,23369.0,10.837023943609367,76.13171616072573
ENQ00135,2026-04-21 12:26:00,Ladakh,New,WhatsApp,6,37267.0,34.13532585683685,77.54697386997138
ENQ00136,2026-04-02 14:53:00,Udaipur,New,Website,1,105505.0,24.502276383645675,73.66710846593978
ENQ00137,2026-03-03 21:00:00,Manali,Contacted,Google Ads,1,25189.0,32.254007313143276,77.09854025714519
ENQ00138,2026-05-11 14:59:00,Ladakh,Booked,WhatsApp,6,37201.0,34.09573716228673,77.70083216124422
ENQ00139,2026-06-08 13:41:00,Kerala,Booked,Website,6,41629.0,10.722283493929575,76.25644542723144
ENQ00140,2026-05-07 09:46:00,Jaipur,Booked,Instagram,3,38091.0,26.819095250738876,75.7271690561739
ENQ00141,2026-05-19 13:08:00,Goa,Contacted,WhatsApp,4,32547.0,15.283481021630552,74.04499391018969
ENQ00142,2026-05-30 15:03:00,Kerala,Qualified,Website,3,67267.0,10.896414449229315,76.3791920495818
ENQ00143,2026-03-08 16:23:00,Goa,New,Instagram,6,49077.0,15.36663425088822,74.20596904941766
ENQ00144,2026-01-12 16:19:00,Kerala,Booked,Website,3,58527.0,10.740121145677696,76.25165431825447
ENQ00145,2026-03-02 13:46:00,Manali,Booked,Referral,5,52149.0,32.280593685388276,77.25889527312916
ENQ00146,2026-05-16 09:53:00,Kerala,New,WhatsApp,3,59809.0,10.990768239408787,76.35662316733033
ENQ00147,2026-05-27 09:25:00,Jaipur,Booked,Google Ads,3,81603.0,26.984119089893913,75.99798764644315
ENQ00148,2026-04-03 09:46:00,Udaipur,Booked,Google Ads,5,72810.0,24.593104726528583,73.68937532494068
ENQ00149,2026-05-21 16:03:00,Manali,Contacted,Instagram,3,113868.0,32.25738863229284,77.11599577954506
ENQ00150,2026-01-14 20:44:00,Goa,Booked,Website,1,69178.0,15.304710702861426,73.9858518244978
ENQ00151,2026-04-26 21:05:00,Manali,Booked,Website,2,29596.0,32.200838477074576,77.17997328943476
ENQ00152,2026-05-03 11:40:00,Manali,New,Website,6,58567.0,32.319170823268244,77.27808724355091
ENQ00153,2026-04-02 08:22:00,Kerala,Contacted,Website,3,55068.0,10.773410634819914,76.43718267471709
ENQ00154,2026-05-09 17:24:00,Kerala,Booked,Google Ads,1,94918.0,10.86236987827516,76.29030359728246
ENQ00155,2026-03-30 07:16:00,Jaipur,Lost,Website,6,25885.0,26.782984521200934,75.7376954087904
ENQ00156,2026-04-05 17:24:00,Ladakh,Booked,Website,6,51416.0,34.2365859049226,77.59058227701705
ENQ00157,2026-04-19 13:52:00,Manali,Booked,Instagram,3,29441.0,32.25182517810023,77.20737377364604
ENQ00158,2026-05-23 20:48:00,Jaipur,Booked,Website,4,50376.0,26.796943655593118,75.77957131572788
ENQ00159,2026-02-14 17:20:00,Udaipur,Qualified,Website,5,36315.0,24.69806642842381,73.79943660976525
ENQ00160,2026-02-24 18:17:00,Kerala,New,Website,1,49632.0,10.840484044630752,76.39619349394893
ENQ00161,2026-03-17 13:30:00,Kerala,Qualified,Website,2,21205.0,10.749772119458529,76.19336418681151
ENQ00162,2026-02-06 20:41:00,Manali,Lost,Google Ads,4,57159.0,32.39228979017258,77.23543784946469
ENQ00163,2026-03-02 15:10:00,Manali,Booked,Referral,4,43886.0,32.22008901263182,77.18477451471718
ENQ00164,2026-03-05 17:43:00,Kerala,Lost,WhatsApp,2,42835.0,10.785969510949826,76.2932274081446
ENQ00165,2026-02-26 12:56:00,Jaipur,New,Referral,1,96205.0,26.92819107570492,75.78889077678902
ENQ00166,2026-03-15 14:50:00,Goa,Qualified,Google Ads,6,33675.0,15.206519502783113,74.14518048888552
ENQ00167,2026-04-01 20:32:00,Ladakh,Booked,WhatsApp,4,46661.0,34.110239085406235,77.49812181916086
ENQ00168,2026-05-06 13:19:00,Kerala,Contacted,Instagram,5,41846.0,10.951839399322989,76.44467770862683
ENQ00169,2026-02-24 07:19:00,Manali,Contacted,Google Ads,3,43728.0,32.39860961030557,77.24120982110098
ENQ00170,2026-06-02 13:44:00,Goa,Booked,Instagram,4,108711.0,15.278053193673665,74.11837155339163
ENQ00171,2026-03-28 13:27:00,Varanasi,Booked,Website,3,41165.0,25.350048181076982,82.94028017980311
ENQ00172,2026-05-10 13:06:00,Goa,Booked,Website,3,30988.0,15.404804804809793,73.96114180045372
ENQ00173,2026-01-21 08:40:00,Goa,Contacted,Website,5,92831.0,15.275641955681007,74.18808571936538
ENQ00174,2026-02-01 09:08:00,Goa,Qualified,Referral,6,34828.0,15.231687228217615,74.10478808870577
ENQ00175,2026-03-23 12:59:00,Varanasi,New,Website,5,19425.0,25.365091473299454,83.09536152856302
ENQ00176,2026-03-07 13:25:00,Kerala,New,Google Ads,5,28660.0,10.746984937426701,76.16165404097961
ENQ00177,2026-03-31 07:20:00,Jaipur,Qualified,WhatsApp,1,22826.0,26.836717584972813,75.66429713195934
ENQ00178,2026-01-29 13:03:00,Jaipur,Contacted,Instagram,4,17795.0,26.795089723567084,75.70948710418443
ENQ00179,2026-03-27 12:10:00,Kerala,Lost,Website,6,33972.0,10.94917948385968,76.2461338545545
ENQ00180,2026-05-04 07:56:00,Kerala,Qualified,Instagram,3,38756.0,10.853010008492529,76.19466285945967
ENQ00181,2026-05-12 11:32:00,Varanasi,New,Instagram,4,68041.0,25.368282966005165,83.12396112222662
ENQ00182,2026-02-14 11:54:00,Goa,New,WhatsApp,2,53096.0,15.228289609276846,74.26197986968597
ENQ00183,2026-03-03 09:57:00,Varanasi,Booked,Google Ads,2,52019.0,25.346753950653426,82.9752490799431
ENQ00184,2026-04-05 19:02:00,Ladakh,New,Referral,5,26761.0,34.18460990658602,77.60824211991736
ENQ00185,2026-04-04 08:22:00,Kerala,Contacted,Instagram,2,59567.0,10.99906835352506,76.31271765854574
ENQ00186,2026-05-23 16:50:00,Goa,Qualified,Google Ads,4,74809.0,15.342588573691279,74.09028001440299
ENQ00187,2026-03-12 17:29:00,Varanasi,Contacted,Referral,4,47772.0,25.38472617091715,82.89735224211016
ENQ00188,2026-05-01 19:30:00,Goa,Booked,Website,6,48376.0,15.308020319166369,74.35466268446247
ENQ00189,2026-06-09 15:34:00,Jaipur,Qualified,Website,6,22641.0,26.712064806428298,75.80595175970684
ENQ00190,2026-02-23 15:42:00,Goa,New,Website,4,64288.0,15.321029833670313,74.10575287660102
ENQ00191,2026-05-29 19:56:00,Ladakh,Booked,Instagram,1,89144.0,34.13623845911461,77.58431278185292
ENQ00192,2026-03-01 20:53:00,Manali,Qualified,WhatsApp,4,46257.0,32.223039737962836,77.20695837830569
ENQ00193,2026-03-02 10:37:00,Ladakh,Booked,Google Ads,6,30613.0,34.11359114353465,77.73879142549977
ENQ00194,2026-04-28 19:34:00,Manali,New,Instagram,3,37188.0,32.22303890053622,77.23476891260998
ENQ00195,2026-04-22 14:21:00,Manali,Booked,WhatsApp,4,33105.0,32.189677112012546,77.26385144243208
ENQ00196,2026-04-09 08:06:00,Jaipur,Contacted,Website,5,34011.0,26.97107742298811,75.82084081892258
ENQ00197,2026-02-11 16:42:00,Kerala,Qualified,Website,3,53542.0,10.768313171502518,76.21090775675492
ENQ00198,2026-01-18 22:00:00,Jaipur,Contacted,WhatsApp,3,45360.0,27.047293838859694,75.72622210338315
ENQ00199,2026-06-13 09:41:00,Manali,Lost,WhatsApp,3,62844.0,32.294472173617,77.1136262935855
ENQ00200,2026-06-07 07:29:00,Goa,Contacted,Google Ads,6,47266.0,15.379970658848142,74.0690882114002
ENQ00201,2026-06-09 21:47:00,Manali,Lost,Website,3,27114.0,32.166144968996804,77.13221260186425
ENQ00202,2026-04-03 16:56:00,Kerala,Lost,WhatsApp,2,31931.0,10.806195792267118,76.30347386839394
ENQ00203,2026-06-09 10:33:00,Jaipur,Qualified,Referral,4,31050.0,26.917950696491026,75.69968751360697
ENQ00204,2026-03-27 19:34:00,Goa,Contacted,Google Ads,5,36781.0,15.297064238896095,74.03251988741671
ENQ00205,2026-01-14 13:29:00,Ladakh,Qualified,Website,6,89703.0,34.20408458920008,77.6431522319098
ENQ00206,2026-02-05 12:22:00,Jaipur,Lost,Instagram,6,96408.0,26.910484212916053,75.80903227223942
ENQ00207,2026-02-19 11:05:00,Goa,Booked,Referral,5,58285.0,15.439469928853153,74.11139176060863
ENQ00208,2026-03-09 16:01:00,Goa,Qualified,WhatsApp,5,42196.0,15.22375936399593,74.17033561887501
ENQ00209,2026-06-19 09:43:00,Manali,New,Google Ads,3,21674.0,32.15258769873878,77.17235448293816
ENQ00210,2026-03-01 12:54:00,Varanasi,Lost,Google Ads,3,44163.0,25.269680796313317,82.91775441334329
ENQ00211,2026-04-21 11:03:00,Goa,New,Google Ads,4,28033.0,15.27929299234844,74.19599130609713
ENQ00212,2026-02-18 07:19:00,Manali,New,Google Ads,5,83314.0,32.33165350306594,77.26329646904725
ENQ00213,2026-04-26 19:36:00,Kerala,Contacted,Instagram,4,19417.0,10.877408327130274,76.25048267508899
ENQ00214,2026-04-13 07:42:00,Goa,Qualified,Website,2,47555.0,15.110674000368004,74.15341287946218
ENQ00215,2026-01-28 22:44:00,Ladakh,Lost,Website,1,26990.0,33.970253462019286,77.42313061788215
ENQ00216,2026-03-25 08:41:00,Ladakh,Booked,Referral,1,39829.0,34.13966658753704,77.59816617957044
ENQ00217,2026-01-19 12:05:00,Jaipur,Contacted,Website,3,53980.0,26.87631320769366,75.91014249188751
ENQ00218,2026-06-10 08:15:00,Goa,Qualified,Website,5,63356.0,15.33626813260148,74.10404736745637
ENQ00219,2026-05-07 12:28:00,Goa,Booked,WhatsApp,5,38922.0,15.410204795614543,74.24920906780513
ENQ00220,2026-06-19 16:03:00,Goa,Qualified,Google Ads,5,56341.0,15.340304695477974,74.0619793872194
ENQ00221,2026-06-07 08:20:00,Manali,New,Website,5,29689.0,32.199178365518264,77.07346090296053
ENQ00222,2026-02-09 15:23:00,Kerala,Qualified,Website,1,44673.0,10.84710664961596,76.18709668468445
ENQ00223,2026-05-08 19:58:00,Manali,Booked,Referral,6,62795.0,32.21687401846428,77.21004802424441
ENQ00224,2026-01-19 14:19:00,Goa,Lost,Instagram,6,46448.0,15.140603308639685,74.0229006985183
ENQ00225,2026-06-22 08:58:00,Goa,Booked,Instagram,6,31522.0,15.258752155613175,74.11979781050213
ENQ00226,2026-05-22 18:42:00,Ladakh,New,Instagram,3,35280.0,34.11308873602095,77.55535856548909
ENQ00227,2026-05-03 09:41:00,Ladakh,Booked,Website,2,63176.0,34.096105024309956,77.46104801265531
ENQ00228,2026-06-29 07:49:00,Jaipur,Contacted,Referral,6,24472.0,26.869619937808665,75.77024651800558
ENQ00229,2026-06-02 13:50:00,Kerala,Lost,Website,2,26152.0,10.8256687917115,76.28004367350373
ENQ00230,2026-06-05 11:13:00,Manali,Qualified,Instagram,5,52436.0,32.27671156563802,77.24373809815174
ENQ00231,2026-01-19 07:25:00,Varanasi,Contacted,Website,6,32827.0,25.266915933159087,82.84783625568642
ENQ00232,2026-01-05 19:31:00,Kerala,Qualified,Website,6,20801.0,10.952227709258288,76.30193567324889
ENQ00233,2026-06-22 16:58:00,Ladakh,Contacted,Website,4,73461.0,34.076227011906084,77.5992164045194
ENQ00234,2026-02-15 21:02:00,Jaipur,Contacted,WhatsApp,6,24387.0,26.997839578661452,75.92563412201915
ENQ00235,2026-03-18 14:28:00,Goa,Booked,Website,5,36567.0,15.31934882209262,74.20877365098798
ENQ00236,2026-01-08 14:12:00,Ladakh,Booked,Website,6,30268.0,34.05583183421482,77.57412777987227
ENQ00237,2026-04-23 20:12:00,Goa,Lost,Website,3,34985.0,15.272498988059494,74.15140558813633
ENQ00238,2026-05-28 08:45:00,Jaipur,Qualified,Referral,4,26864.0,27.0412955148349,75.80729115154234
ENQ00239,2026-06-01 12:12:00,Varanasi,New,Instagram,5,55164.0,25.24258474085865,82.87282491360929
ENQ00240,2026-04-15 19:47:00,Udaipur,Qualified,WhatsApp,2,42045.0,24.717062405020314,73.75360347299082
ENQ00241,2026-04-30 11:59:00,Varanasi,Qualified,Google Ads,2,62273.0,25.353446507758004,82.94640148891534
ENQ00242,2026-04-03 21:46:00,Udaipur,Contacted,Google Ads,3,30409.0,24.606828942773426,73.63354320750986
ENQ00243,2026-03-22 11:10:00,Varanasi,Lost,Google Ads,3,104453.0,25.34857586845629,82.87991038907408
ENQ00244,2026-04-10 13:08:00,Jaipur,Lost,Website,5,16976.0,26.88365692439778,75.73586854810725
