booking_id,booking_date,user_id,full_name,customer_city,segment,property_name,destination,property_type,nights,status,total_amount,revenue_per_night,booking_month
591,2026-06-27,27,Customer 027,Bengaluru,Budget,Kerala Stay 2,Kerala,Hotel,7,Completed,82810,11830.0,2026-06
762,2026-01-19,27,Customer 027,Bengaluru,Budget,Goa Stay 3,Goa,Homestay,1,Completed,2729,2729.0,2026-01
1,2025-10-24,28,Customer 028,Pune,Premium,Goa Stay 4,Goa,Resort,3,Completed,32337,10779.0,2025-10
172,2026-06-10,28,Customer 028,Pune,Premium,Ladakh Stay 4,Ladakh,Hotel,4,Completed,23300,5825.0,2026-06
1018,2025-12-10,28,Customer 028,Pune,Premium,Goa Stay 7,Goa,Resort,3,Confirmed,9438,3146.0,2025-12
138,2026-01-15,29,Customer 029,Kolkata,Budget,Manali Stay 6,Manali,Hotel,1,Completed,7446,7446.0,2026-01
728,2026-06-28,29,Customer 029,Kolkata,Budget,Kerala Stay 1,Kerala,Homestay,3,Completed,27357,9119.0,2026-06
754,2025-09-25,29,Customer 029,Kolkata,Budget,Jaipur Stay 4,Jaipur,Hotel,6,Confirmed,18510,3085.0,2025-09
879,2026-05-15,29,Customer 029,Kolkata,Budget,Kerala Stay 7,Kerala,Homestay,6,Completed,51030,8505.0,2026-05
610,2025-10-08,30,Customer 030,Kolkata,Standard,Goa Stay 6,Goa,Hotel,2,Completed,9172,4586.0,2025-10
151,2026-05-07,31,Customer 031,Kolkata,Premium,Ladakh Stay 6,Ladakh,Hotel,6,Completed,46356,7726.0,2026-05
489,2025-10-08,31,Customer 031,Kolkata,Premium,Jaipur Stay 5,Jaipur,Resort,1,Completed,2414,2414.0,2025-10
839,2025-12-23,31,Customer 031,Kolkata,Premium,Varanasi Stay 7,Varanasi,Homestay,5,Completed,41940,8388.0,2025-12
761,2025-06-28,32,Customer 032,Mumbai,Standard,Varanasi Stay 2,Varanasi,Hotel,5,Completed,58035,11607.0,2025-06
638,2026-01-13,33,Customer 033,Delhi,Standard,Varanasi Stay 1,Varanasi,Hotel,5,Completed,27340,5468.0,2026-01
867,2026-06-24,33,Customer 033,Delhi,Standard,Udaipur Stay 7,Udaipur,Hotel,4,Confirmed,24784,6196.0,2026-06
1056,2025-12-07,34,Customer 034,Kolkata,Premium,Udaipur Stay 1,Udaipur,Homestay,7,Confirmed,59206,8458.0,2025-12
1164,2026-07-10,34,Customer 034,Kolkata,Premium,Goa Stay 2,Goa,Hotel,5,Completed,38815,7763.0,2026-07
253,2026-07-22,35,Customer 035,Jaipur,Budget,Udaipur Stay 3,Udaipur,Resort,1,Completed,6332,6332.0,2026-07
775,2025-09-09,35,Customer 035,Jaipur,Budget,Jaipur Stay 1,Jaipur,Homestay,1,Completed,10224,10224.0,2025-09
1002,2026-05-24,35,Customer 035,Jaipur,Budget,Udaipur Stay 8,Udaipur,Hotel,7,Completed,65688,9384.0,2026-05
28,2026-05-25,36,Customer 036,Delhi,Budget,Kerala Stay 3,Kerala,Resort,7,Completed,79898,11414.0,2026-05
940,2025-11-29,36,Customer 036,Delhi,Budget,Goa Stay 6,Goa,Hotel,5,Confirmed,22930,4586.0,2025-11
45,2026-07-30,37,Customer 037,Jaipur,Budget,Varanasi Stay 6,Varanasi,Homestay,6,Completed,39546,6591.0,2026-07
1131,2026-06-13,38,Customer 038,Pune,Standard,Goa Stay 4,Goa,Resort,1,Completed,10779,10779.0,2026-06
276,2026-01-09,39,Customer 039,Mumbai,Standard,Goa Stay 8,Goa,Resort,6,Completed,28836,4806.0,2026-01
731,2025-06-05,39,Customer 039,Mumbai,Standard,Ladakh Stay 1,Ladakh,Hostel,7,Completed,83139,11877.0,2025-06
1016,2026-03-08,39,Customer 039,Mumbai,Standard,Ladakh Stay 3,Ladakh,Homestay,4,Completed,32852,8213.0,2026-03
93,2025-10-24,40,Customer 040,Hyderabad,Standard,Jaipur Stay 2,Jaipur,Homestay,5,Confirmed,25170,5034.0,2025-10
199,2026-01-07,40,Customer 040,Hyderabad,Standard,Kerala Stay 4,Kerala,Homestay,4,Completed,7708,1927.0,2026-01
212,2026-05-12,40,Customer 040,Hyderabad,Standard,Ladakh Stay 6,Ladakh,Hotel,2,Completed,15452,7726.0,2026-05
366,2026-07-13,40,Customer 040,Hyderabad,Standard,Goa Stay 5,Goa,Resort,7,Completed,25620,3660.0,2026-07
494,2025-07-19,40,Customer 040,Hyderabad,Standard,Ladakh Stay 2,Ladakh,Homestay,5,Confirmed,28230,5646.0,2025-07
500,2025-12-05,40,Customer 040,Hyderabad,Standard,Goa Stay 6,Goa,Hotel,2,Completed,9172,4586.0,2025-12
971,2025-07-22,41,Customer 041,Mumbai,Premium,Kerala Stay 8,Kerala,Resort,5,Confirmed,29145,5829.0,2025-07
1184,2026-04-17,41,Customer 041,Mumbai,Premium,Manali Stay 5,Manali,Resort,5,Completed,18445,3689.0,2026-04
110,2025-10-28,42,Customer 042,Pune,Budget,Udaipur Stay 7,Udaipur,Hotel,4,Completed,24784,6196.0,2025-10
289,2025-07-23,42,Customer 042,Pune,Budget,Kerala Stay 3,Kerala,Resort,4,Confirmed,45656,11414.0,2025-07
966,2026-03-12,42,Customer 042,Pune,Budget,Ladakh Stay 6,Ladakh,Hotel,1,Confirmed,7726,7726.0,2026-03
69,2026-02-25,43,Customer 043,Hyderabad,Standard,Kerala Stay 3,Kerala,Resort,4,Completed,45656,11414.0,2026-02
515,2025-06-24,43,Customer 043,Hyderabad,Standard,Jaipur Stay 4,Jaipur,Hotel,5,Confirmed,15425,3085.0,2025-06
219,2025-08-28,44,Customer 044,Bengaluru,Budget,Udaipur Stay 6,Udaipur,Hotel,4,Confirmed,39760,9940.0,2025-08
288,2025-11-07,44,Customer 044,Bengaluru,Budget,Varanasi Stay 4,Varanasi,Hostel,6,Completed,63366,10561.0,2025-11
557,2026-04-23,44,Customer 044,Bengaluru,Budget,Varanasi Stay 5,Varanasi,Hotel,7,Completed,37058,5294.0,2026-04
624,2026-01-30,44,Customer 044,Bengaluru,Budget,Jaipur Stay 5,Jaipur,Resort,7,Confirmed,16898,2414.0,2026-01
646,2026-04-20,44,Customer 044,Bengaluru,Budget,Ladakh Stay 4,Ladakh,Hotel,3,Confirmed,17475,5825.0,2026-04
338,2025-09-18,45,Customer 045,Delhi,Budget,Goa Stay 2,Goa,Hotel,5,Completed,38815,7763.0,2025-09
1198,2025-11-06,45,Customer 045,Delhi,Budget,Varanasi Stay 5,Varanasi,Hotel,4,Completed,21176,5294.0,2025-11
160,2026-05-06,46,Customer 046,Jaipur,Standard,Manali Stay 6,Manali,Hotel,5,Completed,37230,7446.0,2026-05
714,2025-08-15,46,Customer 046,Jaipur,Standard,Kerala Stay 8,Kerala,Resort,3,Completed,17487,5829.0,2025-08
902,2026-04-17,46,Customer 046,Jaipur,Standard,Kerala Stay 4,Kerala,Homestay,6,Completed,11562,1927.0,2026-04
153,2025-11-15,47,Customer 047,Kolkata,Premium,Jaipur Stay 6,Jaipur,Resort,6,Completed,21384,3564.0,2025-11
233,2025-08-08,48,Customer 048,Jaipur,Standard,Ladakh Stay 2,Ladakh,Homestay,3,Completed,16938,5646.0,2025-08
665,2025-08-01,48,Customer 048,Jaipur,Standard,Goa Stay 8,Goa,Resort,3,Completed,14418,4806.0,2025-08
482,2025-07-28,49,Customer 049,Hyderabad,Budget,Goa Stay 4,Goa,Resort,5,Completed,53895,10779.0,2025-07
760,2026-07-11,49,Customer 049,Hyderabad,Budget,Ladakh Stay 7,Ladakh,Resort,1,Confirmed,7673,7673.0,2026-07
1170,2025-09-22,49,Customer 049,Hyderabad,Budget,Udaipur Stay 3,Udaipur,Resort,4,Confirmed,25328,6332.0,2025-09
673,2025-12-06,50,Customer 050,Pune,Standard,Manali Stay 6,Manali,Hotel,7,Completed,52122,7446.0,2025-12
1085,2025-07-04,50,Customer 050,Pune,Standard,Kerala Stay 5,Kerala,Resort,6,Confirmed,36990,6165.0,2025-07
156,2026-06-14,52,Customer 052,Mumbai,Premium,Jaipur Stay 7,Jaipur,Hostel,6,Confirmed,27012,4502.0,2026-06
191,2025-07-19,52,Customer 052,Mumbai,Premium,Manali Stay 4,Manali,Hotel,1,Completed,10713,10713.0,2025-07
397,2025-11-25,52,Customer 052,Mumbai,Premium,Goa Stay 8,Goa,Resort,6,Completed,28836,4806.0,2025-11
718,2026-04-05,52,Customer 052,Mumbai,Premium,Varanasi Stay 8,Varanasi,Resort,5,Completed,28330,5666.0,2026-04
765,2026-04-14,52,Customer 052,Mumbai,Premium,Ladakh Stay 1,Ladakh,Hostel,3,Completed,35631,11877.0,2026-04
982,2026-05-12,52,Customer 052,Mumbai,Premium,Manali Stay 3,Manali,Hotel,7,Confirmed,73101,10443.0,2026-05
1027,2026-07-31,52,Customer 052,Mumbai,Premium,Varanasi Stay 7,Varanasi,Homestay,2,Completed,16776,8388.0,2026-07
254,2025-08-14,53,Customer 053,Bengaluru,Standard,Goa Stay 4,Goa,Resort,2,Completed,21558,10779.0,2025-08
687,2026-07-31,53,Customer 053,Bengaluru,Standard,Udaipur Stay 6,Udaipur,Hotel,2,Completed,19880,9940.0,2026-07
806,2025-07-29,53,Customer 053,Bengaluru,Standard,Jaipur Stay 2,Jaipur,Homestay,7,Completed,35238,5034.0,2025-07
973,2025-09-26,53,Customer 053,Bengaluru,Standard,Jaipur Stay 1,Jaipur,Homestay,2,Completed,20448,10224.0,2025-09
22,2026-02-02,54,Customer 054,Kolkata,Budget,Udaipur Stay 8,Udaipur,Hotel,7,Completed,65688,9384.0,2026-02
74,2025-09-09,54,Customer 054,Kolkata,Budget,Udaipur Stay 7,Udaipur,Hotel,1,Confirmed,6196,6196.0,2025-09
251,2025-08-10,54,Customer 054,Kolkata,Budget,Ladakh Stay 8,Ladakh,Hotel,3,Completed,34020,11340.0,2025-08
294,2025-08-20,54,Customer 054,Kolkata,Budget,Jaipur Stay 6,Jaipur,Resort,1,Completed,3564,3564.0,2025-08
802,2025-06-17,55,Customer 055,Kolkata,Budget,Manali Stay 8,Manali,Resort,1,Completed,9202,9202.0,2025-06
822,2026-06-15,55,Customer 055,Kolkata,Budget,Varanasi Stay 2,Varanasi,Hotel,6,Completed,69642,11607.0,2026-06
566,2025-11-11,56,Customer 056,Delhi,Budget,Ladakh Stay 4,Ladakh,Hotel,1,Confirmed,5825,5825.0,2025-11
727,2025-08-10,56,Customer 056,Delhi,Budget,Goa Stay 6,Goa,Hotel,7,Completed,32102,4586.0,2025-08
799,2026-07-16,57,Customer 057,Kolkata,Premium,Manali Stay 3,Manali,Hotel,1,Confirmed,10443,10443.0,2026-07
814,2026-01-23,57,Customer 057,Kolkata,Premium,Udaipur Stay 5,Udaipur,Homestay,5,Confirmed,52920,10584.0,2026-01
1084,2025-08-01,57,Customer 057,Kolkata,Premium,Kerala Stay 5,Kerala,Resort,4,Completed,24660,6165.0,2025-08
126,2025-12-08,58,Customer 058,Mumbai,Standard,Ladakh Stay 8,Ladakh,Hotel,1,Completed,11340,11340.0,2025-12
318,2026-02-08,58,Customer 058,Mumbai,Standard,Jaipur Stay 6,Jaipur,Resort,1,Completed,3564,3564.0,2026-02
383,2026-02-27,58,Customer 058,Mumbai,Standard,Jaipur Stay 2,Jaipur,Homestay,4,Completed,20136,5034.0,2026-02
552,2025-10-20,58,Customer 058,Mumbai,Standard,Manali Stay 6,Manali,Hotel,1,Completed,7446,7446.0,2025-10
729,2025-06-29,58,Customer 058,Mumbai,Standard,Udaipur Stay 1,Udaipur,Homestay,4,Completed,33832,8458.0,2025-06
769,2026-02-03,58,Customer 058,Mumbai,Standard,Goa Stay 1,Goa,Hostel,3,Completed,23079,7693.0,2026-02
836,2026-06-14,58,Customer 058,Mumbai,Standard,Goa Stay 8,Goa,Resort,1,Confirmed,4806,4806.0,2026-06
992,2026-03-17,58,Customer 058,Mumbai,Standard,Kerala Stay 1,Kerala,Homestay,5,Completed,45595,9119.0,2026-03
999,2026-05-17,58,Customer 058,Mumbai,Standard,Jaipur Stay 2,Jaipur,Homestay,3,Confirmed,15102,5034.0,2026-05
693,2026-03-10,59,Customer 059,Pune,Standard,Udaipur Stay 5,Udaipur,Homestay,7,Completed,74088,10584.0,2026-03
979,2026-05-11,59,Customer 059,Pune,Standard,Varanasi Stay 7,Varanasi,Homestay,6,Confirmed,50328,8388.0,2026-05
188,2025-11-04,60,Customer 060,Hyderabad,Standard,Kerala Stay 8,Kerala,Resort,7,Completed,40803,5829.0,2025-11
478,2025-09-27,60,Customer 060,Hyderabad,Standard,Manali Stay 1,Manali,Homestay,2,Confirmed,7470,3735.0,2025-09
914,2025-11-21,60,Customer 060,Hyderabad,Standard,Udaipur Stay 7,Udaipur,Hotel,5,Completed,30980,6196.0,2025-11
146,2025-09-11,61,Customer 061,Jaipur,Standard,Udaipur Stay 8,Udaipur,Hotel,4,Completed,37536,9384.0,2025-09
745,2026-04-24,61,Customer 061,Jaipur,Standard,Goa Stay 1,Goa,Hostel,5,Completed,38465,7693.0,2026-04
1071,2025-08-26,61,Customer 061,Jaipur,Standard,Goa Stay 5,Goa,Resort,3,Completed,10980,3660.0,2025-08
323,2025-09-16,62,Customer 062,Pune,Budget,Goa Stay 5,Goa,Resort,7,Completed,25620,3660.0,2025-09
1069,2026-03-16,62,Customer 062,Pune,Budget,Jaipur Stay 5,Jaipur,Resort,2,Completed,4828,2414.0,2026-03
1187,2026-03-18,62,Customer 062,Pune,Budget,Ladakh Stay 2,Ladakh,Homestay,7,Completed,39522,5646.0,2026-03
81,2026-01-04,63,Customer 063,Bengaluru,Premium,Manali Stay 8,Manali,Resort,4,Completed,36808,9202.0,2026-01
101,2025-06-19,65,Customer 065,Bengaluru,Standard,Goa Stay 2,Goa,Hotel,6,Completed,46578,7763.0,2025-06
195,2026-05-14,65,Customer 065,Bengaluru,Standard,Kerala Stay 1,Kerala,Homestay,2,Confirmed,18238,9119.0,2026-05
267,2026-02-23,65,Customer 065,Bengaluru,Standard,Udaipur Stay 2,Udaipur,Homestay,3,Completed,27771,9257.0,2026-02
801,2026-05-27,65,Customer 065,Bengaluru,Standard,Goa Stay 3,Goa,Homestay,5,Confirmed,13645,2729.0,2026-05
470,2026-02-08,66,Customer 066,Bengaluru,Standard,Varanasi Stay 8,Varanasi,Resort,5,Completed,28330,5666.0,2026-02
89,2025-09-04,67,Customer 067,Jaipur,Standard,Kerala Stay 4,Kerala,Homestay,7,Completed,13489,1927.0,2025-09
434,2026-07-04,67,Customer 067,Jaipur,Standard,Jaipur Stay 8,Jaipur,Hotel,4,Completed,7360,1840.0,2026-07
436,2026-07-10,67,Customer 067,Jaipur,Standard,Ladakh Stay 5,Ladakh,Resort,1,Completed,7628,7628.0,2026-07
420,2025-07-23,68,Customer 068,Bengaluru,Premium,Kerala Stay 1,Kerala,Homestay,6,Confirmed,54714,9119.0,2025-07
783,2025-09-11,68,Customer 068,Bengaluru,Premium,Kerala Stay 1,Kerala,Homestay,1,Completed,9119,9119.0,2025-09
48,2025-11-03,69,Customer 069,Delhi,Budget,Manali Stay 1,Manali,Homestay,7,Completed,26145,3735.0,2025-11
1086,2026-02-28,69,Customer 069,Delhi,Budget,Udaipur Stay 5,Udaipur,Homestay,3,Completed,31752,10584.0,2026-02
249,2026-01-29,70,Customer 070,Kolkata,Standard,Goa Stay 3,Goa,Homestay,3,Completed,8187,2729.0,2026-01
333,2026-02-03,70,Customer 070,Kolkata,Standard,Kerala Stay 5,Kerala,Resort,5,Completed,30825,6165.0,2026-02
797,2026-03-24,70,Customer 070,Kolkata,Standard,Varanasi Stay 4,Varanasi,Hostel,5,Confirmed,52805,10561.0,2026-03
826,2026-06-06,70,Customer 070,Kolkata,Standard,Varanasi Stay 6,Varanasi,Homestay,3,Completed,19773,6591.0,2026-06
64,2026-05-31,71,Customer 071,Pune,Standard,Ladakh Stay 5,Ladakh,Resort,6,Completed,45768,7628.0,2026-05
590,2025-09-09,71,Customer 071,Pune,Standard,Manali Stay 8,Manali,Resort,6,Confirmed,55212,9202.0,2025-09
20,2026-02-21,72,Customer 072,Mumbai,Standard,Udaipur Stay 8,Udaipur,Hotel,2,Completed,18768,9384.0,2026-02
737,2025-11-15,72,Customer 072,Mumbai,Standard,Udaipur Stay 8,Udaipur,Hotel,7,Completed,65688,9384.0,2025-11
850,2026-06-23,72,Customer 072,Mumbai,Standard,Kerala Stay 8,Kerala,Resort,7,Completed,40803,5829.0,2026-06
1057,2025-12-29,72,Customer 072,Mumbai,Standard,Kerala Stay 7,Kerala,Homestay,4,Confirmed,34020,8505.0,2025-12
1142,2026-04-29,72,Customer 072,Mumbai,Standard,Manali Stay 4,Manali,Hotel,7,Confirmed,74991,10713.0,2026-04
120,2025-10-26,73,Customer 073,Kolkata,Budget,Manali Stay 2,Manali,Resort,3,Completed,5955,1985.0,2025-10
438,2025-06-06,73,Customer 073,Kolkata,Budget,Udaipur Stay 6,Udaipur,Hotel,1,Completed,9940,9940.0,2025-06
1050,2026-04-28,73,Customer 073,Kolkata,Budget,Manali Stay 4,Manali,Hotel,5,Completed,53565,10713.0,2026-04
362,2026-01-12,74,Customer 074,Delhi,Budget,Udaipur Stay 8,Udaipur,Hotel,4,Completed,37536,9384.0,2026-01
163,2026-01-07,75,Customer 075,Hyderabad,Budget,Jaipur Stay 6,Jaipur,Resort,7,Completed,24948,3564.0,2026-01
266,2026-07-29,75,Customer 075,Hyderabad,Budget,Kerala Stay 6,Kerala,Hotel,6,Confirmed,35766,5961.0,2026-07
376,2025-07-28,75,Customer 075,Hyderabad,Budget,Varanasi Stay 7,Varanasi,Homestay,1,Completed,8388,8388.0,2025-07
428,2026-06-06,75,Customer 075,Hyderabad,Budget,Goa Stay 8,Goa,Resort,7,Completed,33642,4806.0,2026-06
781,2026-05-05,76,Customer 076,Kolkata,Budget,Jaipur Stay 8,Jaipur,Hotel,6,Confirmed,11040,1840.0,2026-05
390,2025-07-04,77,Customer 077,Bengaluru,Standard,Jaipur Stay 1,Jaipur,Homestay,4,Confirmed,40896,10224.0,2025-07
518,2025-06-26,77,Customer 077,Bengaluru,Standard,Ladakh Stay 6,Ladakh,Hotel,5,Confirmed,38630,7726.0,2025-06
653,2025-11-11,77,Customer 077,Bengaluru,Standard,Udaipur Stay 5,Udaipur,Homestay,4,Completed,42336,10584.0,2025-11
183,2026-05-26,78,Customer 078,Mumbai,Standard,Ladakh Stay 5,Ladakh,Resort,5,Completed,38140,7628.0,2026-05
205,2026-04-28,78,Customer 078,Mumbai,Standard,Udaipur Stay 8,Udaipur,Hotel,5,Completed,46920,9384.0,2026-04
701,2026-04-17,78,Customer 078,Mumbai,Standard,Jaipur Stay 4,Jaipur,Hotel,2,Completed,6170,3085.0,2026-04
1137,2026-04-24,79,Customer 079,Kolkata,Standard,Jaipur Stay 5,Jaipur,Resort,5,Confirmed,12070,2414.0,2026-04
